"Time (s) run 1","Angle, Ch P2 (rad) run 1","Time (s) Run #2","Angle, Ch P2 (rad) Run #2","Time (s) 1.11","Angle, Ch P2 (rad) 1.11","Time (s) Run #4","Angle, Ch P2 (rad) Run #4","Time (s) Run #5","Angle, Ch P2 (rad) Run #5","Time (s) Run #6","Angle, Ch P2 (rad) Run #6","Time (s) Run #7","Angle, Ch P2 (rad) Run #7","Time (s) Run #8","Angle, Ch P2 (rad) Run #8","Time (s) Run #9","Angle, Ch P2 (rad) Run #9","Time (s) Run #10","Angle, Ch P2 (rad) Run #10"
,,,,23.060,-0.8639386250,23.060,0.9990272100,23.060,0.4822348325,23.060,0.7367040275,23.060,-0.6927216975,23.060,0.0424115325,23.060,1.0964166550,23.060,-0.0455531275
,,,,23.070,-0.8749342075,23.070,0.9990272100,23.070,0.4633852625,23.070,0.7461288125,23.070,-0.6817261150,23.070,0.0486947225,23.070,1.1168370225,23.070,-0.0408407350
,,,,23.080,-0.8859297900,23.080,0.9990272100,23.080,0.4429648950,23.080,0.7555535975,23.080,-0.6691597350,23.080,0.0549779125,23.080,1.1372573900,23.080,-0.0345575450
,,,,23.090,-0.8953545750,23.090,0.9958856150,23.090,0.4225445275,23.090,0.7634075850,23.090,-0.6550225575,23.090,0.0612611025,23.090,1.1561069600,23.090,-0.0298451525
,,,,23.100,-0.9032085625,23.100,0.9927440200,23.100,0.4021241600,23.100,0.7712615725,23.100,-0.6424561775,23.100,0.0675442925,23.100,1.1749565300,23.100,-0.0251327600
,,,,23.110,-0.9110625500,23.110,0.9896024250,23.110,0.3817037925,23.110,0.7775447625,23.110,-0.6283190000,23.110,0.0738274825,23.110,1.1922353025,23.110,-0.0188495700
,,,,23.120,-0.9189165375,23.120,0.9848900325,23.120,0.3597126275,23.120,0.7838279525,23.120,-0.6141818225,23.120,0.0785398750,23.120,1.2095140750,23.120,-0.0141371775
,,,,23.130,-0.9251997275,23.130,0.9786068425,23.130,0.3392922600,23.130,0.7885403450,23.130,-0.6000446450,23.130,0.0848230650,23.130,1.2252220500,23.130,-0.0109955825
,,,,23.140,-0.9314829175,23.140,0.9723236525,23.140,0.3173010950,23.140,0.7932527375,23.140,-0.5859074675,23.140,0.0895354575,23.140,1.2409300250,23.140,-0.0062831900
,,,,23.150,-0.9361953100,23.150,0.9644696650,23.150,0.2953099300,23.150,0.7979651300,23.150,-0.5701994925,23.150,0.0926770525,23.150,1.2566380000,23.150,-0.0031415950
,,,,23.160,-0.9393369050,23.160,0.9566156775,23.160,0.2733187650,23.160,0.8011067250,23.160,-0.5560623150,23.160,0.0973894450,23.160,1.2692043800,23.160,0.0015707975
,,,,23.170,-0.9440492975,23.170,0.9456200950,23.170,0.2513276000,23.170,0.8042483200,23.170,-0.5403543400,23.170,0.1005310400,23.170,1.2833415575,23.170,0.0047123925
,,,,23.180,-0.9456200950,23.180,0.9361953100,23.180,0.2293364350,23.180,0.8058191175,23.180,-0.5246463650,23.180,0.1036726350,23.180,1.2943371400,23.180,0.0078539875
,,,,23.190,-0.9487616900,23.190,0.9251997275,23.190,0.2089160675,23.190,0.8073899150,23.190,-0.5089383900,23.190,0.1083850275,23.190,1.3069035200,23.190,0.0109955825
,,,,23.200,-0.9487616900,23.200,0.9142041450,23.200,0.1869249025,23.200,0.8073899150,23.200,-0.4932304150,23.200,0.1099558250,23.200,1.3163283050,23.200,0.0141371775
,,,,23.210,-0.9503324875,23.210,0.9000669675,23.210,0.1649337375,23.210,0.8073899150,23.210,-0.4775224400,23.210,0.1130974200,23.210,1.3257530900,23.210,0.0172787725
,,,,23.220,-0.9487616900,23.220,0.8859297900,23.220,0.1429425725,23.220,0.8058191175,23.220,-0.4602436675,23.220,0.1146682175,23.220,1.3336070775,23.220,0.0188495700
,,,,23.230,-0.9487616900,23.230,0.8717926125,23.230,0.1209514075,23.230,0.8042483200,23.230,-0.4445356925,23.230,0.1162390150,23.230,1.3414610650,23.230,0.0204203675
,,,,23.240,-0.9456200950,23.240,0.8560846375,23.240,0.1005310400,23.240,0.8011067250,23.240,-0.4288277175,23.240,0.1162390150,23.240,1.3477442550,23.240,0.0219911650
,,,,23.250,-0.9424785000,23.250,0.8403766625,23.250,0.0785398750,23.250,0.7979651300,23.250,-0.4115489450,23.250,0.1178098125,23.250,1.3540274450,23.250,0.0235619625
,,,,23.260,-0.9393369050,23.260,0.8230978900,23.260,0.0581195075,23.260,0.7948235350,23.260,-0.3958409700,23.260,0.1178098125,23.260,1.3587398375,23.260,0.0251327600
,,,,23.270,-0.9361953100,23.270,0.8042483200,23.270,0.0376991400,23.270,0.7901111425,23.270,-0.3801329950,23.270,0.1178098125,23.270,1.3618814325,23.270,0.0251327600
,,,,23.280,-0.9299121200,23.280,0.7853987500,23.280,0.0172787725,23.280,0.7853987500,23.280,-0.3628542225,23.280,0.1178098125,23.280,1.3634522300,23.280,0.0267035575
,,,,23.290,-0.9251997275,23.290,0.7665491800,23.290,-0.0031415950,23.290,0.7791155600,23.290,-0.3471462475,23.290,0.1162390150,23.290,1.3650230275,23.290,0.0267035575
,,,,23.300,-0.9173457400,23.300,0.7461288125,23.300,-0.0235619625,23.300,0.7728323700,23.300,-0.3314382725,23.300,0.1146682175,23.300,1.3665938250,23.300,0.0267035575
,,,,23.310,-0.9110625500,23.310,0.7257084450,23.310,-0.0424115325,23.310,0.7649783825,23.310,-0.3157302975,23.310,0.1130974200,23.310,1.3650230275,23.310,0.0267035575
,,,,23.320,-0.9016377650,23.320,0.7052880775,23.320,-0.0612611025,23.320,0.7571243950,23.320,-0.3000223225,23.320,0.1115266225,23.320,1.3650230275,23.320,0.0251327600
,,,,23.330,-0.8937837775,23.330,0.6832969125,23.330,-0.0801106725,23.330,0.7476996100,23.330,-0.2843143475,23.330,0.1083850275,23.330,1.3618814325,23.330,0.0251327600
,,,,23.340,-0.8843589925,23.340,0.6597349500,23.340,-0.0973894450,23.340,0.7398456225,23.340,-0.2686063725,23.340,0.1068142300,23.340,1.3587398375,23.340,0.0235619625
,,,,23.350,-0.8749342075,23.350,0.6377437850,23.350,-0.1146682175,23.350,0.7288500400,23.350,-0.2544691950,23.350,0.1036726350,23.350,1.3540274450,23.350,0.0219911650
,,,,23.360,-0.8639386250,23.360,0.6141818225,23.360,-0.1319469900,23.360,0.7194252550,23.360,-0.2387612200,23.360,0.0989602425,23.360,1.3477442550,23.360,0.0204203675
,,,,23.370,-0.8513722450,23.370,0.5906198600,23.370,-0.1476549650,23.370,0.7084296725,23.370,-0.2246240425,23.370,0.0958186475,23.370,1.3414610650,23.370,0.0188495700
,,,,23.380,-0.8403766625,23.380,0.5670578975,23.380,-0.1633629400,23.380,0.6958632925,23.380,-0.2104868650,23.380,0.0911062550,23.380,1.3351778750,23.380,0.0172787725
,,,,23.390,-0.8278102825,23.390,0.5419251375,23.390,-0.1790709150,23.390,0.6832969125,23.390,-0.1963496875,23.390,0.0863938625,23.390,1.3257530900,23.390,0.0141371775
,,,,23.400,-0.8136731050,23.400,0.5167923775,23.400,-0.1932080925,23.400,0.6707305325,23.400,-0.1837833075,23.400,0.0816814700,23.400,1.3163283050,23.400,0.0109955825
,,,,23.410,-0.7995359275,23.410,0.4932304150,23.410,-0.2073452700,23.410,0.6581641525,23.410,-0.1696461300,23.410,0.0769690775,23.410,1.3069035200,23.410,0.0078539875
,,,,23.420,-0.7853987500,23.420,0.4680976550,23.420,-0.2214824475,23.420,0.6440269750,23.420,-0.1570797500,23.420,0.0706858875,23.420,1.2959079375,23.420,0.0047123925
,,,,23.430,-0.7696907750,23.430,0.4429648950,23.430,-0.2340488275,23.430,0.6298897975,23.430,-0.1445133700,23.430,0.0644026975,23.430,1.2833415575,23.430,0.0015707975
,,,,23.440,-0.7555535975,23.440,0.4194029325,23.440,-0.2450444100,23.440,0.6157526200,23.440,-0.1319469900,23.440,0.0596903050,23.440,1.2707751775,23.440,-0.0031415950
,,,,23.450,-0.7382748250,23.450,0.3942701725,23.450,-0.2560399925,23.450,0.6000446450,23.450,-0.1209514075,23.450,0.0518363175,23.450,1.2566380000,23.450,-0.0062831900
,,,,23.460,-0.7225668500,23.460,0.3707082100,23.460,-0.2670355750,23.460,0.5843366700,23.460,-0.1099558250,23.460,0.0455531275,23.460,1.2425008225,23.460,-0.0109955825
,,,,23.470,-0.7052880775,23.470,0.3471462475,23.470,-0.2764603600,23.470,0.5686286950,23.470,-0.0989602425,23.470,0.0392699375,23.470,1.2267928475,23.470,-0.0157079750
,,,,23.480,-0.6895801025,23.480,0.3235842850,23.480,-0.2858851450,23.480,0.5529207200,23.480,-0.0895354575,23.480,0.0314159500,23.480,1.2110848725,23.480,-0.0188495700
,,,,23.490,-0.6707305325,23.490,0.3000223225,23.490,-0.2937391325,23.490,0.5356419475,23.490,-0.0801106725,23.490,0.0235619625,23.490,1.1938061000,23.490,-0.0251327600
,,,,23.500,-0.6534517600,23.500,0.2764603600,23.500,-0.3000223225,23.500,0.5199339725,23.500,-0.0706858875,23.500,0.0157079750,23.500,1.1765273275,23.500,-0.0298451525
,,,,23.510,-0.6346021900,23.510,0.2528983975,23.510,-0.3063055125,23.510,0.5026552000,23.510,-0.0628319000,23.510,0.0078539875,23.510,1.1576777575,23.510,-0.0345575450
,,,,23.520,-0.6157526200,23.520,0.2277656375,23.520,-0.3125887025,23.520,0.4853764275,23.520,-0.0549779125,23.520,-1.3530843113E-16,23.520,1.1388281875,23.520,-0.0408407350
,,,,23.530,-0.5969030500,23.530,0.2042036750,23.530,-0.3173010950,23.530,0.4665268575,23.530,-0.0471239250,23.530,-0.0094247850,23.530,1.1184078200,23.530,-0.0455531275
,,,,23.540,-0.5780534800,23.540,0.1806417125,23.540,-0.3220134875,23.540,0.4492480850,23.540,-0.0408407350,23.540,-0.0172787725,23.540,1.0979874525,23.540,-0.0518363175
,,,,23.550,-0.5592039100,23.550,0.1555089525,23.550,-0.3251550825,23.550,0.4303985150,23.550,-0.0345575450,23.550,-0.0267035575,23.550,1.0759962875,23.550,-0.0581195075
,,,,23.560,-0.5403543400,23.560,0.1335177875,23.560,-0.3267258800,23.560,0.4131197425,23.560,-0.0282743550,23.560,-0.0345575450,23.560,1.0540051225,23.560,-0.0644026975
,,,,23.570,-0.5215047700,23.570,0.1099558250,23.570,-0.3282966775,23.570,0.3942701725,23.570,-0.0235619625,23.570,-0.0439823300,23.570,1.0320139575,23.570,-0.0706858875
,,,,23.580,-0.5010844025,23.580,0.0895354575,23.580,-0.3298674750,23.580,0.3769914000,23.580,-0.0188495700,23.580,-0.0534071150,23.580,1.0100227925,23.580,-0.0769690775
,,,,23.590,-0.4822348325,23.590,0.0675442925,23.590,-0.3298674750,23.590,0.3581418300,23.590,-0.0157079750,23.590,-0.0628319000,23.590,0.9864608300,23.590,-0.0832522675
,,,,23.600,-0.4618144650,23.600,0.0471239250,23.600,-0.3282966775,23.600,0.3392922600,23.600,-0.0125663800,23.600,-0.0722566850,23.600,0.9628988675,23.600,-0.0895354575
,,,,23.610,-0.4429648950,23.610,0.0251327600,23.610,-0.3267258800,23.610,0.3220134875,23.610,-0.0109955825,23.610,-0.0816814700,23.610,0.9377661075,23.610,-0.0958186475
,,,,23.620,-0.4241153250,23.620,0.0047123925,23.620,-0.3235842850,23.620,0.3031639175,23.620,-0.0078539875,23.620,-0.0911062550,23.620,0.9142041450,23.620,-0.1036726350
,,,,23.630,-0.4036949575,23.630,-0.0157079750,23.630,-0.3204426900,23.630,0.2843143475,23.630,-0.0078539875,23.630,-0.1021018375,23.630,0.8890713850,23.630,-0.1099558250
,,,,23.640,-0.3848453875,23.640,-0.0361283425,23.640,-0.3157302975,23.640,0.2670355750,23.640,-0.0062831900,23.640,-0.1115266225,23.640,0.8639386250,23.640,-0.1162390150
,,,,23.650,-0.3644250200,23.650,-0.0549779125,23.650,-0.3110179050,23.650,0.2481860050,23.650,-0.0062831900,23.650,-0.1209514075,23.650,0.8388058650,23.650,-0.1240930025
,,,,23.660,-0.3455754500,23.660,-0.0738274825,23.660,-0.3047347150,23.660,0.2309072325,23.660,-0.0078539875,23.660,-0.1303761925,23.660,0.8121023075,23.660,-0.1303761925
,,,,23.670,-0.3267258800,23.670,-0.0911062550,23.670,-0.2984515250,23.670,0.2136284600,23.670,-0.0094247850,23.670,-0.1398009775,23.670,0.7869695475,23.670,-0.1382301800
,,,,23.680,-0.3078763100,23.680,-0.1083850275,23.680,-0.2905975375,23.680,0.1947788900,23.680,-0.0109955825,23.680,-0.1507965600,23.680,0.7602659900,23.680,-0.1445133700
,,,,23.690,-0.2905975375,23.690,-0.1240930025,23.690,-0.2827435500,23.690,0.1775001175,23.690,-0.0141371775,23.690,-0.1602213450,23.690,0.7351332300,23.690,-0.1523673575
,,,,23.700,-0.2733187650,23.700,-0.1398009775,23.700,-0.2733187650,23.700,0.1617921425,23.700,-0.0172787725,23.700,-0.1696461300,23.700,0.7084296725,23.700,-0.1586505475
,,,,23.710,-0.2576107900,23.710,-0.1555089525,23.710,-0.2638939800,23.710,0.1445133700,23.710,-0.0204203675,23.710,-0.1790709150,23.710,0.6832969125,23.710,-0.1665045350
,,,,23.720,-0.2419028150,23.720,-0.1696461300,23.720,-0.2528983975,23.720,0.1288053950,23.720,-0.0251327600,23.720,-0.1884957000,23.720,0.6565933550,23.720,-0.1727877250
,,,,23.730,-0.2261948400,23.730,-0.1822125100,23.730,-0.2403320175,23.730,0.1115266225,23.730,-0.0298451525,23.730,-0.1979204850,23.730,0.6314605950,23.730,-0.1806417125
,,,,23.740,-0.2120576625,23.740,-0.1947788900,23.740,-0.2293364350,23.740,0.0958186475,23.740,-0.0361283425,23.740,-0.2073452700,23.740,0.6047570375,23.740,-0.1869249025
,,,,23.750,-0.1947788900,23.750,-0.2057744725,23.750,-0.2167700550,23.750,0.0816814700,23.750,-0.0424115325,23.750,-0.2167700550,23.750,0.5796242775,23.750,-0.1932080925
,,,,23.760,-0.1790709150,23.760,-0.2167700550,23.760,-0.2026328775,23.760,0.0659734950,23.760,-0.0486947225,23.760,-0.2246240425,23.760,0.5544915175,23.760,-0.2010620800
,,,,23.770,-0.1602213450,23.770,-0.2261948400,23.770,-0.1884957000,23.770,0.0518363175,23.770,-0.0565487100,23.770,-0.2340488275,23.770,0.5293587575,23.770,-0.2073452700
,,,,23.780,-0.1445133700,23.780,-0.2356196250,23.780,-0.1743585225,23.780,0.0376991400,23.780,-0.0644026975,23.780,-0.2434736125,23.780,0.5042259975,23.780,-0.2136284600
,,,,23.790,-0.1288053950,23.790,-0.2434736125,23.790,-0.1586505475,23.790,0.0251327600,23.790,-0.0738274825,23.790,-0.2513276000,23.790,0.4790932375,23.790,-0.2199116500
,,,,23.800,-0.1146682175,23.800,-0.2497568025,23.800,-0.1429425725,23.800,0.0109955825,23.800,-0.0832522675,23.800,-0.2591815875,23.800,0.4555312750,23.800,-0.2277656375
,,,,23.810,-0.1005310400,23.810,-0.2560399925,23.810,-0.1256638000,23.810,-0.0015707975,23.810,-0.0926770525,23.810,-0.2670355750,23.810,0.4319693125,23.810,-0.2340488275
,,,,23.820,-0.0879646600,23.820,-0.2623231825,23.820,-0.1083850275,23.820,-0.0125663800,23.820,-0.1021018375,23.820,-0.2748895625,23.820,0.4084073500,23.820,-0.2387612200
,,,,23.830,-0.0738274825,23.830,-0.2654647775,23.830,-0.0911062550,23.830,-0.0251327600,23.830,-0.1130974200,23.830,-0.2827435500,23.830,0.3848453875,23.830,-0.2450444100
,,,,23.840,-0.0612611025,23.840,-0.2686063725,23.840,-0.0738274825,23.840,-0.0345575450,23.840,-0.1240930025,23.840,-0.2905975375,23.840,0.3628542225,23.840,-0.2513276000
,,,,23.850,-0.0486947225,23.850,-0.2717479675,23.850,-0.0549779125,23.850,-0.0455531275,23.850,-0.1366593825,23.850,-0.2968807275,23.850,0.3408630575,23.850,-0.2560399925
,,,,23.860,-0.0376991400,23.860,-0.2733187650,23.860,-0.0361283425,23.860,-0.0549779125,23.860,-0.1476549650,23.860,-0.3047347150,23.860,0.3204426900,23.860,-0.2623231825
,,,,23.870,-0.0282743550,23.870,-0.2733187650,23.870,-0.0157079750,23.870,-0.0644026975,23.870,-0.1602213450,23.870,-0.3110179050,23.870,0.3000223225,23.870,-0.2670355750
,,,,23.880,-0.0172787725,23.880,-0.2733187650,23.880,0.0031415950,23.880,-0.0722566850,23.880,-0.1743585225,23.880,-0.3173010950,23.880,0.2796019550,23.880,-0.2733187650
,,,,23.890,-0.0078539875,23.890,-0.2717479675,23.890,0.0235619625,23.890,-0.0801106725,23.890,-0.1869249025,23.890,-0.3235842850,23.890,0.2591815875,23.890,-0.2780311575
,,,,23.900,-2.2551405188E-16,23.900,-0.2686063725,23.900,0.0439823300,23.900,-0.0863938625,23.900,-0.2010620800,23.900,-0.3282966775,23.900,0.2403320175,23.900,-0.2827435500
,,,,23.910,0.0078539875,23.910,-0.2654647775,23.910,0.0644026975,23.910,-0.0926770525,23.910,-0.2151992575,23.910,-0.3345798675,23.910,0.2230532450,23.910,-0.2874559425
,,,,23.920,0.0157079750,23.920,-0.2607523850,23.920,0.0863938625,23.920,-0.0989602425,23.920,-0.2293364350,23.920,-0.3392922600,23.920,0.2057744725,23.920,-0.2905975375
,,,,23.930,0.0219911650,23.930,-0.2560399925,23.930,0.1068142300,23.930,-0.1036726350,23.930,-0.2434736125,23.930,-0.3440046525,23.930,0.1900664975,23.930,-0.2953099300
,,,,23.940,0.0267035575,23.940,-0.2513276000,23.940,0.1288053950,23.940,-0.1083850275,23.940,-0.2591815875,23.940,-0.3471462475,23.940,0.1743585225,23.940,-0.2984515250
,,,,23.950,0.0314159500,23.950,-0.2434736125,23.950,0.1507965600,23.950,-0.1115266225,23.950,-0.2733187650,23.950,-0.3518586400,23.950,0.1586505475,23.950,-0.3031639175
,,,,23.960,0.0361283425,23.960,-0.2371904225,23.960,0.1712169275,23.960,-0.1146682175,23.960,-0.2890267400,23.960,-0.3550002350,23.960,0.1445133700,23.960,-0.3063055125
,,,,23.970,0.0392699375,23.970,-0.2293364350,23.970,0.1932080925,23.970,-0.1178098125,23.970,-0.3047347150,23.970,-0.3581418300,23.970,0.1319469900,23.970,-0.3094471075
,,,,23.980,0.0424115325,23.980,-0.2199116500,23.980,0.2151992575,23.980,-0.1193806100,23.980,-0.3204426900,23.980,-0.3612834250,23.980,0.1193806100,23.980,-0.3125887025
,,,,23.990,0.0439823300,23.990,-0.2089160675,23.990,0.2371904225,23.990,-0.1193806100,23.990,-0.3361506650,23.990,-0.3628542225,23.990,0.1083850275,23.990,-0.3141595000
,,,,24.000,0.0439823300,24.000,-0.1963496875,24.000,0.2591815875,24.000,-0.1193806100,24.000,-0.3518586400,24.000,-0.3659958175,24.000,0.0973894450,24.000,-0.3173010950
,,,,24.010,0.0439823300,24.010,-0.1853541050,24.010,0.2811727525,24.010,-0.1193806100,24.010,-0.3691374125,24.010,-0.3675666150,24.010,0.0879646600,24.010,-0.3188718925
,,,,24.020,0.0439823300,24.020,-0.1712169275,24.020,0.3031639175,24.020,-0.1178098125,24.020,-0.3848453875,24.020,-0.3691374125,24.020,0.0785398750,24.020,-0.3204426900
,,,,24.030,0.0424115325,24.030,-0.1570797500,24.030,0.3235842850,24.030,-0.1162390150,24.030,-0.4005533625,24.030,-0.3691374125,24.030,0.0706858875,24.030,-0.3220134875
,,,,24.040,0.0408407350,24.040,-0.1429425725,24.040,0.3455754500,24.040,-0.1130974200,24.040,-0.4162613375,24.040,-0.3707082100,24.040,0.0644026975,24.040,-0.3235842850
,,,,24.050,0.0376991400,24.050,-0.1272345975,24.050,0.3659958175,24.050,-0.1099558250,24.050,-0.4335401100,24.050,-0.3707082100,24.050,0.0581195075,24.050,-0.3251550825
,,,,24.060,0.0329867475,24.060,-0.1099558250,24.060,0.3879869825,24.060,-0.1052434325,24.060,-0.4492480850,24.060,-0.3707082100,24.060,0.0534071150,24.060,-0.3251550825
,,,,24.070,0.0282743550,24.070,-0.0926770525,24.070,0.4084073500,24.070,-0.1005310400,24.070,-0.4649560600,24.070,-0.3691374125,24.070,0.0502655200,24.070,-0.3251550825
,,,,24.080,0.0235619625,24.080,-0.0738274825,24.080,0.4288277175,24.080,-0.0942478500,24.080,-0.4822348325,24.080,-0.3691374125,24.080,0.0471239250,24.080,-0.3251550825
,,,,24.090,0.0172787725,24.090,-0.0565487100,24.090,0.4492480850,24.090,-0.0879646600,24.090,-0.4979428075,24.090,-0.3675666150,24.090,0.0439823300,24.090,-0.3251550825
,,,,24.100,0.0109955825,24.100,-0.0361283425,24.100,0.4680976550,24.100,-0.0816814700,24.100,-0.5136507825,24.100,-0.3659958175,24.100,0.0439823300,24.100,-0.3251550825
,,,,24.110,0.0031415950,24.110,-0.0157079750,24.110,0.4885180225,24.110,-0.0738274825,24.110,-0.5293587575,24.110,-0.3628542225,24.110,0.0439823300,24.110,-0.3235842850
,,,,24.120,-0.0047123925,24.120,0.0047123925,24.120,0.5073675925,24.120,-0.0659734950,24.120,-0.5450667325,24.120,-0.3612834250,24.120,0.0439823300,24.120,-0.3235842850
,,,,24.130,-0.0141371775,24.130,0.0251327600,24.130,0.5246463650,24.130,-0.0565487100,24.130,-0.5592039100,24.130,-0.3581418300,24.130,0.0471239250,24.130,-0.3220134875
,,,,24.140,-0.0251327600,24.140,0.0471239250,24.140,0.5434959350,24.140,-0.0471239250,24.140,-0.5749118850,24.140,-0.3550002350,24.140,0.0486947225,24.140,-0.3204426900
,,,,24.150,-0.0345575450,24.150,0.0706858875,24.150,0.5607747075,24.150,-0.0376991400,24.150,-0.5890490625,24.150,-0.3518586400,24.150,0.0534071150,24.150,-0.3188718925
,,,,24.160,-0.0455531275,24.160,0.0926770525,24.160,0.5780534800,24.160,-0.0267035575,24.160,-0.6047570375,24.160,-0.3471462475,24.160,0.0581195075,24.160,-0.3173010950
,,,,24.170,-0.0565487100,24.170,0.1162390150,24.170,0.5937614550,24.170,-0.0157079750,24.170,-0.6188942150,24.170,-0.3424338550,24.170,0.0644026975,24.170,-0.3141595000
,,,,24.180,-0.0691150900,24.180,0.1398009775,24.180,0.6094694300,24.180,-0.0047123925,24.180,-0.6314605950,24.180,-0.3377214625,24.180,0.0706858875,24.180,-0.3110179050
,,,,24.190,-0.0832522675,24.190,0.1633629400,24.190,0.6251774050,24.190,0.0078539875,24.190,-0.6455977725,24.190,-0.3330090700,24.190,0.0785398750,24.190,-0.3078763100
,,,,24.200,-0.0973894450,24.200,0.1884957000,24.200,0.6393145825,24.200,0.0204203675,24.200,-0.6581641525,24.200,-0.3282966775,24.200,0.0879646600,24.200,-0.3047347150
,,,,24.210,-0.1115266225,24.210,0.2136284600,24.210,0.6534517600,24.210,0.0345575450,24.210,-0.6723013300,24.210,-0.3220134875,24.210,0.0973894450,24.210,-0.3015931200
,,,,24.220,-0.1256638000,24.220,0.2387612200,24.220,0.6660181400,24.220,0.0486947225,24.220,-0.6832969125,24.220,-0.3157302975,24.220,0.1068142300,24.220,-0.2984515250
,,,,24.230,-0.1398009775,24.230,0.2638939800,24.230,0.6785845200,24.230,0.0628319000,24.230,-0.6958632925,24.230,-0.3094471075,24.230,0.1193806100,24.230,-0.2937391325
,,,,24.240,-0.1555089525,24.240,0.2905975375,24.240,0.6911509000,24.240,0.0769690775,24.240,-0.7068588750,24.240,-0.3031639175,24.240,0.1303761925,24.240,-0.2905975375
,,,,24.250,-0.1727877250,24.250,0.3173010950,24.250,0.7021464825,24.250,0.0926770525,24.250,-0.7178544575,24.250,-0.2968807275,24.250,0.1445133700,24.250,-0.2858851450
,,,,24.260,-0.1900664975,24.260,0.3440046525,24.260,0.7115712675,24.260,0.1083850275,24.260,-0.7288500400,24.260,-0.2890267400,24.260,0.1586505475,24.260,-0.2811727525
,,,,24.270,-0.2073452700,24.270,0.3707082100,24.270,0.7209960525,24.270,0.1240930025,24.270,-0.7398456225,24.270,-0.2827435500,24.270,0.1727877250,24.270,-0.2764603600
,,,,24.280,-0.2246240425,24.280,0.3958409700,24.280,0.7304208375,24.280,0.1398009775,24.280,-0.7492704075,24.280,-0.2748895625,24.280,0.1884957000,24.280,-0.2717479675
,,,,24.290,-0.2419028150,24.290,0.4209737300,24.290,0.7382748250,24.290,0.1570797500,24.290,-0.7571243950,24.290,-0.2670355750,24.290,0.2057744725,24.290,-0.2654647775
